  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0010                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  11.700   0.6874   0.12675   0.11916  -0.0114   0.0872   1.0000
  11.800   0.6870   0.12884   0.12124  -0.0123   0.0875   1.0000
  11.900   0.6867   0.13090   0.12329  -0.0131   0.0877   1.0000
  12.000   0.6866   0.13293   0.12532  -0.0140   0.0879   1.0000
  12.100   0.6868   0.13493   0.12731  -0.0148   0.0881   1.0000
  12.200   0.6872   0.13691   0.12928  -0.0155   0.0883   1.0000
  12.300   0.6879   0.13885   0.13122  -0.0162   0.0886   1.0000
  12.400   0.6891   0.14075   0.13311  -0.0168   0.0889   1.0000
  12.500   0.6914   0.14256   0.13493  -0.0172   0.0893   1.0000
  12.600   0.6964   0.14421   0.13659  -0.0170   0.0899   1.0000
